rank,combination,n_interior,total_knots,fitness,export_date
64,5_2_4_5_2,"[5, 2, 4, 5, 2]",24,3.14493174,2026-06-06T12:12:28.604
65,5_2_4_4_2,"[5, 2, 4, 4, 2]",23,3.14632492,2026-06-06T11:39:52.985
66,5_3_4_5_2,"[5, 3, 4, 5, 2]",25,3.14761316,2026-06-06T12:15:12.560
67,5_2_4_3_2,"[5, 2, 4, 3, 2]",22,3.14779143,2026-06-06T11:21:51.042
68,5_2_4_4_3,"[5, 2, 4, 4, 3]",24,3.14783819,2026-06-06T13:39:44.584
69,5_4_5_3_1,"[5, 4, 5, 3, 1]",24,3.14813541,2026-06-06T09:47:57.454
70,5_2_4_3_3,"[5, 2, 4, 3, 3]",23,3.14901433,2026-06-06T13:24:08.731
71,5_3_4_4_2,"[5, 3, 4, 4, 2]",24,3.14902352,2026-06-06T11:39:21.698
72,5_3_4_5_3,"[5, 3, 4, 5, 3]",26,3.14933912,2026-06-06T14:16:28.264
73,5_2_5_5_1,"[5, 2, 5, 5, 1]",24,3.14994665,2026-06-06T10:36:39.566
74,5_4_4_3_1,"[5, 4, 4, 3, 1]",23,3.15010871,2026-06-06T09:44:14.783
75,5_3_4_3_2,"[5, 3, 4, 3, 2]",23,3.15049261,2026-06-06T11:22:23.852
76,5_3_4_4_3,"[5, 3, 4, 4, 3]",25,3.15053702,2026-06-06T13:41:06.429
77,5_1_5_3_5,"[5, 1, 5, 3, 5]",25,3.15137317,2026-06-06T18:32:26.597
78,5_3_4_3_3,"[5, 3, 4, 3, 3]",24,3.15171191,2026-06-06T13:23:18.060
79,5_1_5_3_4,"[5, 1, 5, 3, 4]",24,3.15182064,2026-06-06T15:21:36.569
80,5_3_5_5_1,"[5, 3, 5, 5, 1]",25,3.15278696,2026-06-06T10:38:33.235
81,5_3_5_4_1,"[5, 3, 5, 4, 1]",24,3.15325868,2026-06-06T10:03:37.714
82,5_1_5_4_2,"[5, 1, 5, 4, 2]",23,3.15368056,2026-06-06T11:41:11.564
83,5_1_5_5_3,"[5, 1, 5, 5, 3]",25,3.15427147,2026-06-06T14:22:14.572
84,5_1_4_5_5,"[5, 1, 4, 5, 5]",26,3.15458158,2026-06-06T19:48:55.346
85,5_4_4_2_5,"[5, 4, 4, 2, 5]",26,3.15474483,2026-06-06T17:47:29.504
86,5_1_4_4_5,"[5, 1, 4, 4, 5]",25,3.15519061,2026-06-06T19:07:20.696
87,5_4_4_2_4,"[5, 4, 4, 2, 4]",25,3.15555193,2026-06-06T14:58:33.716
88,5_1_5_4_3,"[5, 1, 5, 4, 3]",24,3.15575201,2026-06-06T13:41:11.006
89,5_1_5_3_2,"[5, 1, 5, 3, 2]",22,3.15587497,2026-06-06T11:26:16.107
90,5_1_5_3_3,"[5, 1, 5, 3, 3]",23,3.15811956,2026-06-06T13:22:40.821
91,5_2_4_5_1,"[5, 2, 4, 5, 1]",23,3.16050577,2026-06-06T10:27:39.238
92,5_5_3_4_5,"[5, 5, 3, 4, 5]",28,3.16199294,2026-06-06T19:04:31.551
93,5_3_4_5_1,"[5, 3, 4, 5, 1]",24,3.16320239,2026-06-06T10:30:26.251
94,5_2_5_3_1,"[5, 2, 5, 3, 1]",22,3.16344031,2026-06-06T09:45:32.499
95,5_3_4_4_1,"[5, 3, 4, 4, 1]",23,3.16390778,2026-06-06T09:59:47.330
96,5_5_4_2_3,"[5, 5, 4, 2, 3]",25,3.16391555,2026-06-06T13:06:46.239
97,5_1_4_5_2,"[5, 1, 4, 5, 2]",23,3.16397621,2026-06-06T12:09:41.987
98,5_4_3_5_5,"[5, 4, 3, 5, 5]",28,3.16493271,2026-06-06T19:47:39.882
99,5_5_3_3_4,"[5, 5, 3, 3, 4]",26,3.16515659,2026-06-06T15:17:57.375
100,5_1_4_4_2,"[5, 1, 4, 4, 2]",22,3.16538458,2026-06-06T11:39:06.202
101,5_3_5_3_1,"[5, 3, 5, 3, 1]",23,3.16547932,2026-06-06T09:45:23.642
102,5_4_3_5_4,"[5, 4, 3, 5, 4]",27,3.16624542,2026-06-06T16:12:29.940
103,5_5_5_2_3,"[5, 5, 5, 2, 3]",26,3.16646003,2026-06-06T13:10:58.994
104,5_4_3_4_4,"[5, 4, 3, 4, 4]",26,3.16666858,2026-06-06T15:34:31.837
105,5_2_4_3_1,"[5, 2, 4, 3, 1]",21,3.16667153,2026-06-06T09:40:46.773
106,5_1_4_3_2,"[5, 1, 4, 3, 2]",21,3.16685215,2026-06-06T11:21:50.956
107,5_1_5_5_1,"[5, 1, 5, 5, 1]",23,3.16790197,2026-06-06T10:33:30.963
108,5_1_5_4_1,"[5, 1, 5, 4, 1]",22,3.1684103,2026-06-06T10:02:04.288
109,5_4_3_3_5,"[5, 4, 3, 3, 5]",26,3.16864039,2026-06-06T18:19:30.331
110,5_4_3_3_4,"[5, 4, 3, 3, 4]",25,3.16868796,2026-06-06T15:15:08.166
111,5_3_4_3_1,"[5, 3, 4, 3, 1]",22,3.16936024,2026-06-06T09:44:01.786
112,5_4_4_2_3,"[5, 4, 4, 2, 3]",24,3.17046315,2026-06-06T13:05:04.630
113,5_5_3_5_2,"[5, 5, 3, 5, 2]",26,3.17060251,2026-06-06T12:07:56.995
114,5_4_5_2_3,"[5, 4, 5, 2, 3]",25,3.17064242,2026-06-06T13:10:26.900
115,5_2_4_2_5,"[5, 2, 4, 2, 5]",24,3.17090663,2026-06-06T17:48:17.265
116,5_2_4_2_4,"[5, 2, 4, 2, 4]",23,3.17169149,2026-06-06T14:58:36.960
117,5_5_3_4_2,"[5, 5, 3, 4, 2]",25,3.1721255,2026-06-06T11:39:35.924
118,5_5_3_4_3,"[5, 5, 3, 4, 3]",26,3.17366394,2026-06-06T13:39:23.834
119,5_5_3_3_3,"[5, 5, 3, 3, 3]",25,3.17399211,2026-06-06T13:20:09.135
120,5_3_5_2_5,"[5, 3, 5, 2, 5]",26,3.17405075,2026-06-06T17:55:14.474
121,5_4_3_5_2,"[5, 4, 3, 5, 2]",25,3.17410953,2026-06-06T12:08:48.993
122,5_5_3_3_2,"[5, 5, 3, 3, 2]",24,3.17434816,2026-06-06T11:21:20.775
123,5_5_3_2_5,"[5, 5, 3, 2, 5]",26,3.1748005,2026-06-06T17:42:14.511
124,5_5_5_2_2,"[5, 5, 5, 2, 2]",25,3.17483788,2026-06-06T11:11:47.487
125,5_3_4_2_4,"[5, 3, 4, 2, 4]",24,3.17502894,2026-06-06T14:59:36.936
126,5_4_3_4_2,"[5, 4, 3, 4, 2]",24,3.17562646,2026-06-06T11:38:52.379
127,5_4_3_5_3,"[5, 4, 3, 5, 3]",26,3.17581949,2026-06-06T14:08:34.996
128,5_4_3_3_3,"[5, 4, 3, 3, 3]",24,3.17751311,2026-06-06T13:19:29.313
129,5_4_3_4_3,"[5, 4, 3, 4, 3]",25,3.1776718,2026-06-06T13:37:53.328
130,5_4_3_3_2,"[5, 4, 3, 3, 2]",23,3.17785053,2026-06-06T11:20:07.566
131,5_2_3_5_5,"[5, 2, 3, 5, 5]",26,3.17793161,2026-06-06T19:41:24.165
132,5_4_3_2_4,"[5, 4, 3, 2, 4]",24,3.17807566,2026-06-06T14:53:49.334
133,5_1_5_3_1,"[5, 1, 5, 3, 1]",21,3.17955536,2026-06-06T09:44:54.178
134,5_1_4_5_1,"[5, 1, 4, 5, 1]",22,3.17956266,2026-06-06T10:28:11.157
135,5_5_4_2_1,"[5, 5, 4, 2, 1]",23,3.17960599,2026-06-06T09:24:23.674
136,5_5_4_2_2,"[5, 5, 4, 2, 2]",24,3.17996366,2026-06-06T11:08:37.584
137,5_1_4_4_1,"[5, 1, 4, 4, 1]",21,3.18026729,2026-06-06T09:59:17.352
138,5_5_5_2_1,"[5, 5, 5, 2, 1]",24,3.18044032,2026-06-06T09:32:56.968
139,5_3_3_5_5,"[5, 3, 3, 5, 5]",27,3.18061887,2026-06-06T19:43:27.849
140,5_3_3_4_5,"[5, 3, 3, 4, 5]",26,3.18113522,2026-06-06T19:01:59.959
141,5_2_3_3_5,"[5, 2, 3, 3, 5]",24,3.18164608,2026-06-06T18:17:13.658
142,5_2_3_3_4,"[5, 2, 3, 3, 4]",23,3.18168687,2026-06-06T15:15:16.224
143,5_3_3_5_4,"[5, 3, 3, 5, 4]",26,3.18192756,2026-06-06T16:10:33.199
144,5_4_5_1_5,"[5, 4, 5, 1, 5]",26,3.18384783,2026-06-06T17:16:25.215
145,5_5_5_1_4,"[5, 5, 5, 1, 4]",26,3.18440293,2026-06-06T14:47:04.772
146,5_4_5_2_1,"[5, 4, 5, 2, 1]",23,3.18462697,2026-06-06T09:32:39.786
147,4_5_5_5_4,"[4, 5, 5, 5, 4]",29,3.18491677,2026-06-06T16:32:23.153
148,5_5_3_2_3,"[5, 5, 3, 2, 3]",24,3.1853651,2026-06-06T13:01:55.237
149,5_1_4_3_1,"[5, 1, 4, 3, 1]",20,3.18577752,2026-06-06T09:38:18.762
150,5_3_5_2_3,"[5, 3, 5, 2, 3]",24,3.18581337,2026-06-06T13:09:27.568
151,5_1_5_2_5,"[5, 1, 5, 2, 5]",24,3.18592958,2026-06-06T17:49:38.484
152,5_1_5_2_4,"[5, 1, 5, 2, 4]",23,3.18617928,2026-06-06T15:03:19.199
153,5_4_4_2_2,"[5, 4, 4, 2, 2]",23,3.18639021,2026-06-06T11:03:56.170
154,5_2_4_2_3,"[5, 2, 4, 2, 3]",22,3.18645716,2026-06-06T13:05:38.830
155,5_5_3_5_1,"[5, 5, 3, 5, 1]",25,3.18646291,2026-06-06T10:26:54.521
156,5_5_3_4_1,"[5, 5, 3, 4, 1]",24,3.18710218,2026-06-06T10:00:43.189
157,4_4_5_5_4,"[4, 4, 5, 5, 4]",28,3.18727886,2026-06-06T16:26:20.200
158,5_2_5_2_3,"[5, 2, 5, 2, 3]",23,3.18833344,2026-06-06T13:08:33.832
159,5_4_5_1_4,"[5, 4, 5, 1, 4]",25,3.18846555,2026-06-06T14:46:48.588
160,5_4_3_2_3,"[5, 4, 3, 2, 3]",23,3.18849301,2026-06-06T12:59:52.140
161,5_2_3_4_2,"[5, 2, 3, 4, 2]",22,3.18861426,2026-06-06T11:35:53.538
162,5_5_5_1_2,"[5, 5, 5, 1, 2]",24,3.18869082,2026-06-06T10:55:06.202
163,5_5_3_3_1,"[5, 5, 3, 3, 1]",23,3.18932343,2026-06-06T09:42:11.312
164,5_3_3_2_5,"[5, 3, 3, 2, 5]",24,3.18933473,2026-06-06T17:38:43.389
165,5_3_3_2_4,"[5, 3, 3, 2, 4]",23,3.18936029,2026-06-06T14:52:46.692
166,5_3_3_5_2,"[5, 3, 3, 5, 2]",24,3.18971082,2026-06-06T12:07:29.533
167,5_4_3_5_1,"[5, 4, 3, 5, 1]",24,3.18997337,2026-06-06T10:25:12.629
168,5_3_4_2_3,"[5, 3, 4, 2, 3]",23,3.1899998,2026-06-06T13:07:36.460
169,5_4_3_4_1,"[5, 4, 3, 4, 1]",23,3.190617,2026-06-06T09:57:07.070
170,5_2_3_3_2,"[5, 2, 3, 3, 2]",21,3.19082999,2026-06-06T11:20:06.516
171,5_2_3_2_5,"[5, 2, 3, 2, 5]",23,3.19106942,2026-06-06T17:35:44.130
172,5_2_3_2_4,"[5, 2, 3, 2, 4]",22,3.19111505,2026-06-06T14:55:30.612
173,5_3_3_4_2,"[5, 3, 3, 4, 2]",23,3.19123866,2026-06-06T11:37:54.173
174,5_1_4_2_5,"[5, 1, 4, 2, 5]",23,3.19142969,2026-06-06T17:44:31.397
175,5_1_4_2_4,"[5, 1, 4, 2, 4]",22,3.19230914,2026-06-06T14:57:06.180
176,5_4_3_3_1,"[5, 4, 3, 3, 1]",22,3.19286222,2026-06-06T09:39:53.633
177,5_3_3_3_3,"[5, 3, 3, 3, 3]",23,3.19306558,2026-06-06T13:21:37.026
178,4_5_5_5_2,"[4, 5, 5, 5, 2]",27,3.1931526,2026-06-06T12:28:02.220
179,5_3_3_4_3,"[5, 3, 3, 4, 3]",24,3.19328619,2026-06-06T13:37:47.521
180,5_3_3_5_3,"[5, 3, 3, 5, 3]",25,3.19331526,2026-06-06T14:08:50.836
181,5_3_3_3_2,"[5, 3, 3, 3, 2]",22,3.19398195,2026-06-06T11:21:07.305
182,5_5_3_2_2,"[5, 5, 3, 2, 2]",23,3.19403391,2026-06-06T11:02:31.262
183,5_3_5_2_2,"[5, 3, 5, 2, 2]",23,3.1942092,2026-06-06T11:10:59.059
184,4_5_5_4_2,"[4, 5, 5, 4, 2]",26,3.19425801,2026-06-06T11:48:58.983
185,4_4_4_5_5,"[4, 4, 4, 5, 5]",28,3.19495565,2026-06-06T19:54:04.030
186,4_4_5_3_5,"[4, 4, 5, 3, 5]",27,3.195022,2026-06-06T18:37:29.166
187,4_4_5_5_2,"[4, 4, 5, 5, 2]",26,3.19552886,2026-06-06T12:22:42.765
188,4_4_5_3_4,"[4, 4, 5, 3, 4]",26,3.19563519,2026-06-06T15:25:02.794
189,4_4_4_5_4,"[4, 4, 4, 5, 4]",27,3.19629839,2026-06-06T16:19:49.573
190,4_4_5_4_2,"[4, 4, 5, 4, 2]",25,3.19664117,2026-06-06T11:48:29.532
191,4_4_4_4_4,"[4, 4, 4, 4, 4]",26,3.19672822,2026-06-05T20:02:19.849
192,5_2_5_2_2,"[5, 2, 5, 2, 2]",22,3.1967516,2026-06-06T11:09:13.336
193,4_5_5_3_2,"[4, 5, 5, 3, 2]",25,3.19684052,2026-06-06T11:30:16.956
194,5_4_3_2_2,"[5, 4, 3, 2, 2]",22,3.19713497,2026-06-06T11:03:23.924
195,5_1_5_2_3,"[5, 1, 5, 2, 3]",22,3.19750734,2026-06-06T13:05:19.788
196,4_5_4_3_4,"[4, 5, 4, 3, 4]",26,3.19764231,2026-06-06T15:20:08.782
197,4_4_5_4_3,"[4, 4, 5, 4, 3]",26,3.19870929,2026-06-06T13:47:15.693
198,4_5_5_3_3,"[4, 5, 5, 3, 3]",26,3.19909483,2026-06-06T13:28:50.397
199,4_4_5_3_2,"[4, 4, 5, 3, 2]",24,3.19920997,2026-06-06T11:28:58.493
200,5_5_3_2_1,"[5, 5, 3, 2, 1]",22,3.19963119,2026-06-06T09:21:52.170
201,5_3_3_2_3,"[5, 3, 3, 2, 3]",22,3.19970988,2026-06-06T12:59:38.920
202,5_3_5_2_1,"[5, 3, 5, 2, 1]",22,3.1997925,2026-06-06T09:31:13.102
203,4_4_4_3_5,"[4, 4, 4, 3, 5]",26,3.20078332,2026-06-06T18:29:21.971
204,4_4_4_3_4,"[4, 4, 4, 3, 4]",25,3.20078646,2026-06-05T19:43:19.212
205,4_5_4_5_2,"[4, 5, 4, 5, 2]",26,3.20121039,2026-06-06T12:17:33.524
206,5_2_3_2_3,"[5, 2, 3, 2, 3]",21,3.20153912,2026-06-06T12:57:34.768
207,5_2_5_1_5,"[5, 2, 5, 1, 5]",24,3.20177583,2026-06-06T17:16:16.250
208,5_2_4_2_1,"[5, 2, 4, 2, 1]",20,3.20195804,2026-06-06T09:17:57.507
209,5_2_5_2_1,"[5, 2, 5, 2, 1]",21,3.20230864,2026-06-06T09:31:30.482
210,4_5_4_4_2,"[4, 5, 4, 4, 2]",25,3.20262439,2026-06-06T11:42:06.903
211,5_4_3_2_1,"[5, 4, 3, 2, 1]",21,3.20280966,2026-06-06T09:21:45.114
212,5_2_3_5_1,"[5, 2, 3, 5, 1]",22,3.2029584,2026-06-06T10:23:17.233
213,5_2_3_4_1,"[5, 2, 3, 4, 1]",21,3.20360423,2026-06-06T09:55:45.325
214,5_3_5_1_4,"[5, 3, 5, 1, 4]",24,3.20384571,2026-06-06T14:44:49.379
215,2_5_5_4_4,"[2, 5, 5, 4, 4]",26,3.20388001,2026-06-06T15:48:39.277
216,4_5_4_3_2,"[4, 5, 4, 3, 2]",24,3.20408141,2026-06-06T11:26:04.097
217,4_4_4_5_2,"[4, 4, 4, 5, 2]",25,3.2043605,2026-06-06T12:19:22.314
218,4_5_4_3_3,"[4, 5, 4, 3, 3]",25,3.2053166,2026-06-06T13:22:13.656
219,5_3_4_2_1,"[5, 3, 4, 2, 1]",21,3.20566689,2026-06-06T09:26:13.428
220,5_1_5_2_2,"[5, 1, 5, 2, 2]",21,3.20568863,2026-06-06T11:11:39.430
221,5_3_3_5_1,"[5, 3, 3, 5, 1]",23,3.20569367,2026-06-06T10:22:14.118
222,4_4_4_4_2,"[4, 4, 4, 4, 2]",24,3.2057661,2026-06-05T17:40:05.976
223,5_2_3_3_1,"[5, 2, 3, 3, 1]",20,3.20586449,2026-06-06T09:34:10.791
224,5_3_4_2_2,"[5, 3, 4, 2, 2]",22,3.20594593,2026-06-06T11:05:57.627
225,3_5_5_5_4,"[3, 5, 5, 5, 4]",28,3.20596384,2026-06-06T16:30:49.681
226,4_4_4_5_3,"[4, 4, 4, 5, 3]",26,3.20608879,2026-06-06T14:17:09.628
227,5_2_5_1_4,"[5, 2, 5, 1, 4]",23,3.20640456,2026-06-06T14:43:26.051
228,4_4_4_3_2,"[4, 4, 4, 3, 2]",23,3.20723366,2026-06-05T17:24:08.318
229,5_1_4_2_3,"[5, 1, 4, 2, 3]",21,3.20761026,2026-06-06T13:03:03.509
230,5_3_3_3_1,"[5, 3, 3, 3, 1]",21,3.20781853,2026-06-06T09:37:41.491
231,4_4_4_4_3,"[4, 4, 4, 4, 3]",25,3.20782103,2026-06-05T18:46:37.871
232,5_3_5_1_2,"[5, 3, 5, 1, 2]",22,3.20813962,2026-06-06T10:59:19.331
233,4_4_4_3_3,"[4, 4, 4, 3, 3]",24,3.20846448,2026-06-05T18:29:52.859
234,4_5_5_5_1,"[4, 5, 5, 5, 1]",26,3.20849498,2026-06-06T10:40:43.561
235,5_3_3_2_2,"[5, 3, 3, 2, 2]",21,3.20856049,2026-06-06T11:01:32.045
236,4_5_5_4_1,"[4, 5, 5, 4, 1]",25,3.2089488,2026-06-06T10:06:30.618
237,2_5_4_4_5,"[2, 5, 4, 4, 5]",26,3.20916547,2026-06-06T19:11:07.758
238,2_5_4_5_4,"[2, 5, 4, 5, 4]",26,3.20988504,2026-06-06T16:21:50.424
239,5_2_3_2_2,"[5, 2, 3, 2, 2]",20,3.21026002,2026-06-06T10:59:12.572
240,2_5_4_4_4,"[2, 5, 4, 4, 4]",25,3.21031101,2026-06-06T15:39:54.617
241,4_3_5_4_5,"[4, 3, 5, 4, 5]",27,3.21041821,2026-06-06T19:18:52.990
242,5_2_5_1_2,"[5, 2, 5, 1, 2]",21,3.21069542,2026-06-06T10:53:24.323
243,4_4_5_5_1,"[4, 4, 5, 5, 1]",25,3.21087143,2026-06-06T10:37:31.616
244,5_5_2_4_5,"[5, 5, 2, 4, 5]",27,3.2109552,2026-06-06T18:55:41.069
245,4_4_5_4_1,"[4, 4, 5, 4, 1]",24,3.21132636,2026-06-06T10:04:43.682
246,4_3_5_5_4,"[4, 3, 5, 5, 4]",27,3.21143777,2026-06-06T16:25:56.091
247,2_5_5_3_5,"[2, 5, 5, 3, 5]",26,3.21147259,2026-06-06T18:38:47.466
248,5_1_5_2_1,"[5, 1, 5, 2, 1]",20,3.21151436,2026-06-06T09:25:40.715
249,4_3_5_4_4,"[4, 3, 5, 4, 4]",26,3.21160426,2026-06-06T15:44:27.400
250,5_1_3_5_5,"[5, 1, 3, 5, 5]",25,3.21177666,2026-06-06T19:41:44.531
251,2_5_5_5_2,"[2, 5, 5, 5, 2]",25,3.21197733,2026-06-06T12:23:33.327
252,5_5_2_4_4,"[5, 5, 2, 4, 4]",26,3.21207719,2026-06-06T15:33:12.557
253,5_5_2_3_5,"[5, 5, 2, 3, 5]",26,3.21218229,2026-06-06T18:14:55.326
254,5_1_3_4_5,"[5, 1, 3, 4, 5]",24,3.21235134,2026-06-06T18:58:53.350
255,3_4_5_5_5,"[3, 4, 5, 5, 5]",28,3.21251573,2026-06-06T20:15:15.879
256,2_5_5_4_2,"[2, 5, 5, 4, 2]",24,3.21297741,2026-06-06T11:52:13.786
257,5_1_3_4_4,"[5, 1, 3, 4, 4]",23,3.21350948,2026-06-06T15:34:18.116
258,2_5_5_5_3,"[2, 5, 5, 5, 3]",26,3.21359792,2026-06-06T14:29:37.719
259,3_5_5_3_5,"[3, 5, 5, 3, 5]",27,3.21371447,2026-06-06T18:41:31.839
260,3_4_5_5_4,"[3, 4, 5, 5, 4]",27,3.21387696,2026-06-06T16:27:56.927
261,3_4_5_4_4,"[3, 4, 5, 4, 4]",26,3.21402782,2026-06-06T15:46:05.285
262,5_3_3_2_1,"[5, 3, 3, 2, 1]",20,3.21406559,2026-06-06T09:18:11.471
263,3_5_5_5_2,"[3, 5, 5, 5, 2]",26,3.21421245,2026-06-06T12:26:24.414
264,3_5_5_3_4,"[3, 5, 5, 3, 4]",26,3.21431063,2026-06-06T15:29:06.941
265,3_5_4_4_4,"[3, 5, 4, 4, 4]",26,3.21439687,2026-06-06T15:38:44.048
266,2_5_5_4_3,"[2, 5, 5, 4, 3]",25,3.21439913,2026-06-06T13:49:32.087
267,2_5_4_3_4,"[2, 5, 4, 3, 4]",24,3.21440617,2026-06-06T15:21:16.206
268,5_5_2_2_5,"[5, 5, 2, 2, 5]",25,3.21520157,2026-06-06T17:33:13.378
